country_consuming,analysis_year,scenario_id,scenario,scenario_type,ambition,indicator,unit,baseline,scenario_value,change,change_pct,per_capita_change,per_capita_unit,k_t,k_p,k_a,edited_objects,rebound,unbalanced_pct_of_output,ambition_basis,source,note,model
DNK,2022,P4,P4 reuse of medical equipment,intervention,-20% device purchases,waste_generation,kt,259.41809167194094,258.4228833738826,-0.9952082980583441,-0.3836310303742734,-0.16944272639422076,kg per capita,0.2,1,0.2,y,False,0.0,illustrative ambition,"Danske Regioner procurement focus on reuse of medical equipment, reported in Healthcare Denmark (2024). The reduction level is ILLUSTRATIVE - no Danish reuse rate is published","product lifetime extension, Aguilar-Hernandez et al. (2018) section 4.3: lower final demand for the device, with 30 % of the saving reappearing as maintenance and repair services rather than disappearing",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-10%,climate_change,kt CO2eq,4712.417605953846,4649.688175200399,-62.72943075344665,-1.3311517781062512,-10.680222213539412,kg CO2eq per capita,0.1;0.1,1;1,0.1;0.1,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-10%,material_extraction,kt,4259.384222540149,4256.820712540148,-2.5635100000008606,-0.06018499074197332,-0.43645950740809625,kg per capita,0.1;0.1,1;1,0.1;0.1,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-10%,blue_water_consumption,Mm3,95.50495307556368,95.48719307556367,-0.017760000000009768,-0.0185958941689213,-0.003023791930427207,m3 per capita,0.1;0.1,1;1,0.1;0.1,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-10%,land_use,km2,4855.460127817185,4855.293207817184,-0.16692000000057305,-0.0034377792342332224,-0.028419557940786298,m2 per capita,0.1;0.1,1;1,0.1;0.1,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-10%,waste_generation,kt,259.41809167194094,259.41809167194094,0.0,0.0,0.0,kg per capita,0.1;0.1,1;1,0.1;0.1,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-20%,climate_change,kt CO2eq,4712.417605953846,4586.9587444469535,-125.45886150689239,-2.662303556212483,-21.360444427078665,kg CO2eq per capita,0.2;0.2,1;1,0.2;0.2,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-20%,material_extraction,kt,4259.384222540149,4254.257202540148,-5.127020000000812,-0.12036998148392528,-0.8729190148160377,kg per capita,0.2;0.2,1;1,0.2;0.2,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-20%,blue_water_consumption,Mm3,95.50495307556368,95.46943307556367,-0.035520000000005325,-0.037191788337827714,-0.006047583860851995,m3 per capita,0.2;0.2,1;1,0.2;0.2,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-20%,land_use,km2,4855.460127817185,4855.126287817185,-0.3338400000002366,-0.006875558468447713,-0.05683911588141775,m2 per capita,0.2;0.2,1;1,0.2;0.2,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-20%,waste_generation,kt,259.41809167194094,259.41809167194094,0.0,0.0,0.0,kg per capita,0.2;0.2,1;1,0.2;0.2,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-30%,climate_change,kt CO2eq,4712.417605953846,4524.229313693507,-188.18829226033904,-3.993455334318734,-32.040666640618085,kg CO2eq per capita,0.3;0.3,1;1,0.3;0.3,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-30%,material_extraction,kt,4259.384222540149,4251.693692540148,-7.690530000000763,-0.18055497222587724,-1.309378522223979,kg per capita,0.3;0.3,1;1,0.3;0.3,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-30%,blue_water_consumption,Mm3,95.50495307556368,95.45167307556366,-0.05328000000001509,-0.055787682506749016,-0.009071375791279201,m3 per capita,0.3;0.3,1;1,0.3;0.3,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-30%,land_use,km2,4855.460127817185,4854.959367817185,-0.5007599999999002,-0.010313337702662203,-0.0852586738220492,m2 per capita,0.3;0.3,1;1,0.3;0.3,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P5,"P5 patient, visitor and staff travel",intervention,-30%,waste_generation,kt,259.41809167194094,259.41809167194094,0.0,0.0,0.0,kg per capita,0.3;0.3,1;1,0.3;0.3,bottom_up,False,0.0,illustrative ambition,Danish national travel survey (TU) purpose 33,"acts on the bottom-up travel items in ALL FIVE categories - the ecoinvent inventory behind them carries material, water and land as well as greenhouse gases, and treating the non-climate columns as zero understated this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P6,P6 inhaler propellant: low-charge pMDI,intervention,-67% propellant GWP,climate_change,kt CO2eq,4712.417605953846,4704.645605953846,-7.7719999999999345,-0.16492596051293285,-1.3232494866704467,kg CO2eq per capita,0.67,1,0.67,bottom_up,False,0.0,"full substitution of the Danish pMDI stock; a device change, not a change of therapy",Jeswani & Azapagic (2019): reducing propellant by 67 % cuts the carbon footprint of use and end-of-life by 67 %; replacing HFA-134a with HFA-152a cuts it by 93 %,"this lever is better evidenced than switching device class and carries no therapeutic trade-off, because the medicine and the delivery route are unchanged",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P6,P6 inhaler propellant: low-charge pMDI,intervention,-67% propellant GWP,material_extraction,kt,4259.384222540149,4259.384222540149,0.0,0.0,0.0,kg per capita,0.67,1,0.67,bottom_up,False,0.0,"full substitution of the Danish pMDI stock; a device change, not a change of therapy",Jeswani & Azapagic (2019): reducing propellant by 67 % cuts the carbon footprint of use and end-of-life by 67 %; replacing HFA-134a with HFA-152a cuts it by 93 %,"this lever is better evidenced than switching device class and carries no therapeutic trade-off, because the medicine and the delivery route are unchanged",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P6,P6 inhaler propellant: low-charge pMDI,intervention,-67% propellant GWP,blue_water_consumption,Mm3,95.50495307556368,95.50495307556366,-1.4210854715202004e-14,-1.4879704410679468e-14,-2.4195195840246405e-15,m3 per capita,0.67,1,0.67,bottom_up,False,0.0,"full substitution of the Danish pMDI stock; a device change, not a change of therapy",Jeswani & Azapagic (2019): reducing propellant by 67 % cuts the carbon footprint of use and end-of-life by 67 %; replacing HFA-134a with HFA-152a cuts it by 93 %,"this lever is better evidenced than switching device class and carries no therapeutic trade-off, because the medicine and the delivery route are unchanged",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P6,P6 inhaler propellant: low-charge pMDI,intervention,-67% propellant GWP,land_use,km2,4855.460127817185,4855.460127817185,0.0,0.0,0.0,m2 per capita,0.67,1,0.67,bottom_up,False,0.0,"full substitution of the Danish pMDI stock; a device change, not a change of therapy",Jeswani & Azapagic (2019): reducing propellant by 67 % cuts the carbon footprint of use and end-of-life by 67 %; replacing HFA-134a with HFA-152a cuts it by 93 %,"this lever is better evidenced than switching device class and carries no therapeutic trade-off, because the medicine and the delivery route are unchanged",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P6,P6 inhaler propellant: low-charge pMDI,intervention,-67% propellant GWP,waste_generation,kt,259.41809167194094,259.41809167194094,0.0,0.0,0.0,kg per capita,0.67,1,0.67,bottom_up,False,0.0,"full substitution of the Danish pMDI stock; a device change, not a change of therapy",Jeswani & Azapagic (2019): reducing propellant by 67 % cuts the carbon footprint of use and end-of-life by 67 %; replacing HFA-134a with HFA-152a cuts it by 93 %,"this lever is better evidenced than switching device class and carries no therapeutic trade-off, because the medicine and the delivery route are unchanged",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P6,P6 inhaler propellant: HFA-152a propellant,intervention,-93% propellant GWP,climate_change,kt CO2eq,4712.417605953846,4701.629605953846,-10.787999999999556,-0.22892707951794405,-1.8367492874678732,kg CO2eq per capita,0.93,1,0.93,bottom_up,False,0.0,"full substitution of the Danish pMDI stock; a device change, not a change of therapy",Jeswani & Azapagic (2019): reducing propellant by 67 % cuts the carbon footprint of use and end-of-life by 67 %; replacing HFA-134a with HFA-152a cuts it by 93 %,"this lever is better evidenced than switching device class and carries no therapeutic trade-off, because the medicine and the delivery route are unchanged",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P6,P6 inhaler propellant: HFA-152a propellant,intervention,-93% propellant GWP,material_extraction,kt,4259.384222540149,4259.384222540149,0.0,0.0,0.0,kg per capita,0.93,1,0.93,bottom_up,False,0.0,"full substitution of the Danish pMDI stock; a device change, not a change of therapy",Jeswani & Azapagic (2019): reducing propellant by 67 % cuts the carbon footprint of use and end-of-life by 67 %; replacing HFA-134a with HFA-152a cuts it by 93 %,"this lever is better evidenced than switching device class and carries no therapeutic trade-off, because the medicine and the delivery route are unchanged",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P6,P6 inhaler propellant: HFA-152a propellant,intervention,-93% propellant GWP,blue_water_consumption,Mm3,95.50495307556368,95.50495307556366,-1.4210854715202004e-14,-1.4879704410679468e-14,-2.4195195840246405e-15,m3 per capita,0.93,1,0.93,bottom_up,False,0.0,"full substitution of the Danish pMDI stock; a device change, not a change of therapy",Jeswani & Azapagic (2019): reducing propellant by 67 % cuts the carbon footprint of use and end-of-life by 67 %; replacing HFA-134a with HFA-152a cuts it by 93 %,"this lever is better evidenced than switching device class and carries no therapeutic trade-off, because the medicine and the delivery route are unchanged",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P6,P6 inhaler propellant: HFA-152a propellant,intervention,-93% propellant GWP,land_use,km2,4855.460127817185,4855.460127817185,0.0,0.0,0.0,m2 per capita,0.93,1,0.93,bottom_up,False,0.0,"full substitution of the Danish pMDI stock; a device change, not a change of therapy",Jeswani & Azapagic (2019): reducing propellant by 67 % cuts the carbon footprint of use and end-of-life by 67 %; replacing HFA-134a with HFA-152a cuts it by 93 %,"this lever is better evidenced than switching device class and carries no therapeutic trade-off, because the medicine and the delivery route are unchanged",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P6,P6 inhaler propellant: HFA-152a propellant,intervention,-93% propellant GWP,waste_generation,kt,259.41809167194094,259.41809167194094,0.0,0.0,0.0,kg per capita,0.93,1,0.93,bottom_up,False,0.0,"full substitution of the Danish pMDI stock; a device change, not a change of therapy",Jeswani & Azapagic (2019): reducing propellant by 67 % cuts the carbon footprint of use and end-of-life by 67 %; replacing HFA-134a with HFA-152a cuts it by 93 %,"this lever is better evidenced than switching device class and carries no therapeutic trade-off, because the medicine and the delivery route are unchanged",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,25% substituted,climate_change,kt CO2eq,4712.417605953846,4709.517605953846,-2.899999999999636,-0.061539537504818484,-0.49374980845906413,kg CO2eq per capita,0.25,1,0.25,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,25% substituted,material_extraction,kt,4259.384222540149,4259.384222540149,0.0,0.0,0.0,kg per capita,0.25,1,0.25,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,25% substituted,blue_water_consumption,Mm3,95.50495307556368,95.50495307556366,-1.4210854715202004e-14,-1.4879704410679468e-14,-2.4195195840246405e-15,m3 per capita,0.25,1,0.25,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,25% substituted,land_use,km2,4855.460127817185,4855.460127817185,0.0,0.0,0.0,m2 per capita,0.25,1,0.25,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,25% substituted,waste_generation,kt,259.41809167194094,259.41809167194094,0.0,0.0,0.0,kg per capita,0.25,1,0.25,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,50% substituted,climate_change,kt CO2eq,4712.417605953846,4706.617605953846,-5.800000000000182,-0.12307907500965626,-0.987499616918283,kg CO2eq per capita,0.5,1,0.5,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,50% substituted,material_extraction,kt,4259.384222540149,4259.384222540149,0.0,0.0,0.0,kg per capita,0.5,1,0.5,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,50% substituted,blue_water_consumption,Mm3,95.50495307556368,95.50495307556366,-1.4210854715202004e-14,-1.4879704410679468e-14,-2.4195195840246405e-15,m3 per capita,0.5,1,0.5,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,50% substituted,land_use,km2,4855.460127817185,4855.460127817185,0.0,0.0,0.0,m2 per capita,0.5,1,0.5,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,50% substituted,waste_generation,kt,259.41809167194094,259.41809167194094,0.0,0.0,0.0,kg per capita,0.5,1,0.5,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,75% substituted,climate_change,kt CO2eq,4712.417605953846,4703.717605953846,-8.699999999999818,-0.18461861251447476,-1.481249425377347,kg CO2eq per capita,0.75,1,0.75,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,75% substituted,material_extraction,kt,4259.384222540149,4259.384222540149,0.0,0.0,0.0,kg per capita,0.75,1,0.75,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,75% substituted,blue_water_consumption,Mm3,95.50495307556368,95.50495307556366,-1.4210854715202004e-14,-1.4879704410679468e-14,-2.4195195840246405e-15,m3 per capita,0.75,1,0.75,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P7,P7 pMDI to dry-powder inhaler,intervention,75% substituted,land_use,km2,4855.460127817185,4855.460127817185,0.0,0.0,0.0,m2 per capita,0.75,1,0.75,bottom_up,False,0.0,share of the pMDI stock switched,"Jeswani & Azapagic (2019): dry-powder inhaler GWP is 0.06 kg CO2e per 100 doses against 23.4 for the HFA inhaler, a factor of 380","BURDEN SHIFT, sourced and directional. Jeswani & Azapagic report the dry-powder inhaler as WORSE than the HFA inhaler for abiotic depletion of elements, eutrophication and freshwater and terrestrial ecotoxicity. Those act on the device life cycle, which this MRIO does not resolve, so the direction is reported and the magnitude is not invented. Dry-powder inhalers are also not clinically suitable for every patient",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
